"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"3824600","25008465912000081000000000U8","DECORARTE",,"465912","Comercio al por menor de regalos","0 a 5 personas","CALLE","SAUL AGUILAR PICOS","AVENIDA","16 DE SEPTIEMBRE","AVENIDA","FRANCISCO I. MADERO","CALLE","LICENCIADO BENITO JUÁREZ","0","SN",,,"0",,"COLONIA","CENTRO",,,,"82700","25","SINALOA","008","Elota","0001","La Cruz","0723","017","6969610767",,,"Fijo","23.91618005","-106.89315733","2014-12"
"9082805","25012465915001521000000000U7","DELFINA SHOP","INTERNATIONAL MASSAGE ","465915","Comercio al por menor en tiendas de artesanías","0 a 5 personas","CALZADA","CAMARON SABALO","CALLE","CALLE DEL DELFIN","AVENIDA","AVENIDA DEL ATUN","AVENIDA","AVENIDA DEL PULPO","2601",,,,"2",,"FRACCIONAMIENTO","SABALO COUNTRY CLUB",,,,"82100","25","SINALOA","012","Mazatlán","0001","Mazatlán","075A","021",,,,"Fijo","23.26083371","-106.46444855","2019-11"
"3777741","25006465912001301000000000U3","DEN ARTESANIAS Y JOYERIA DE PLATA",,"465915","Comercio al por menor en tiendas de artesanías","0 a 5 personas","AVENIDA","LAZARO CARDENAS","CALLE","FRANCISCO JAVIER MINA","CALLE","FRAY SERVANDO TERESA DE MIER","AVENIDA","AVENIDA DE LOS INSURGENTES","970",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","0",,"COLONIA","CENTRO SINALOA","CENTRO Y PLAZA COMERCIAL","PLAZA FIESTA","SN","80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4581","037",,"MARIBELCV_38@HOTMAIL.COM",,"Semifijo","24.79386684","-107.41011397","2010-07"
"3851598","25006465912001281000000000M7","DEN RECUERDOS DE CULIACÁN",,"465912","Comercio al por menor de regalos","0 a 5 personas","CALLE","GENERAL ANGEL FLORES","AVENIDA","GENERAL DOMINGO RUBI","AVENIDA","GENERAL JUAN CARRASCO","CALLE","MIGUEL HIDALGO Y COSTILLA","118","A",,,,,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3390","024","6671170552",,,"Fijo","24.80872414","-107.39596819","2010-07"
"3852781","25006465112000861000000000U4","DEN VENTA DE JOYERIA",,"465112","Comercio al por menor de artículos de joyería y relojes","0 a 5 personas","BOULEVARD","DIEGO VALADES RIOS","AVENIDA","TEOFILO NORIS","AVENIDA","ÁLVARO OBREGON","CALLE","NINGUNO","1676",,"EDIFICIO SIN NOMBRE","PLANTA BAJA",,,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0108","058",,,,"Semifijo","24.81600251","-107.40060739","2010-07"
"3810966","25006434112000621010000000U0","DEPAGRO",,"465911","Comercio al por menor de mascotas","0 a 5 personas","AVENIDA","REPUBLICA DE BRASIL","BOULEVARD","JOSE LIMON","PRIVADA","NINGUNO","BOULEVARD","ROTARISMO","3209",,,,,,"AMPLIACION","3 RIOS",,,,"80020","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4007","038",,,,"Fijo","24.81579706","-107.41418443","2014-12"
"3766503","25012463310000881010000000U2","DEPORTE TOTAL","DEPORTE TOTAL SA DE CV","465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","APOLO","AVENIDA","AVENIDA DE LA UNIVERSIDAD","AVENIDA","REFORMA","AVENIDA","AVENIDA DE LA UNIVERSIDAD",,"SN","CENTRO Y PLAZA COMERCIAL","PLANTA BAJA",,"G 4","FRACCIONAMIENTO","PARAISO","CENTRO Y PLAZA COMERCIAL","LA GRAN PLAZA","G 4","82123","25","SINALOA","012","Mazatlán","0001","Mazatlán","1870","030",,"DEPORTETOTAL@HOTMAIL.ES",,"Fijo","23.23820506","-106.43742193","2010-07"
"3771517","25012465215000111000000000S3","DEPORTES ALCAMPO DE MAZATLAN",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","EJERCITO MEXICANO","CALLE","RIO TAMAZULA","CALLE","RIO CHACHALACAS SUR","CALLE","RÍO OCORONI","9","D",,,,,"FRACCIONAMIENTO","BRISAS DEL MAR",,,,"82016","25","SINALOA","012","Mazatlán","0001","Mazatlán","1480","005","6699828865","ALCAMPO_MAZATLAN@HOTMAIL.COM",,"Fijo","23.22612362","-106.42071176","2010-07"
"3861600","25006465215000472001040253M1","DEPORTES ALCAMPO DE SINALOA","DEPORTES ALCAMPO DE SINALOA SA DE CV","465215","Comercio al por menor de artículos y aparatos deportivos","6 a 10 personas","BOULEVARD","FRANCISCO I MADERO","AVENIDA","JOSÉ MARÍA MORELOS Y PAVÓN","AVENIDA","DONATO GUERRA","CALLE","GENERAL FRANCISCO VILLA","302",,,,"0",,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3422","006",,"DEPORTESALCAMPO@HOTMAIL.COM",,"Fijo","24.80429245","-107.3980105","2010-07"
"3816118","25006463211010811010000000U9","DEPORTES ALMAGOR",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALZADA","HEROICO COLEGIO MILITAR","CALLE","ISAAC NEWTON","CALLE","THOMAS ALVA EDISON","CALLE","HERMANOS FLORES MAGÓN","1100","D",,,,,"COLONIA","MELCHOR OCAMPO",,,,"80230","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0292","019","6677122552",,,"Fijo","24.79811825","-107.37690736","2014-12"
"3834876","25011465215000051000000000U3","DEPORTES AMERICA",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","VICENTE GUERRERO","CALLE","DOCTOR LUIS GONZAGA DE LA TORRE","CALLE","CORREGIDORA","AVENIDA","GUILLERMO NELSON",,"SN",,,,,"COLONIA","CENTRO",,,,"81000","25","SINALOA","011","Guasave","0001","Guasave","1360","002",,,,"Fijo","25.56117389","-108.46339448","2010-07"
"9053353","25011465215000211000000000U3","DEPORTES ANGUELITO",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","GENERAL PABLO MACIAS VALENZUELA","AVENIDA","DIEGO GUZMAN","BOULEVARD","DIEGO MARTINEZ","BOULEVARD","FRANCISCO RIVERA ROJO","0","SN",,,"0",,"LOCALIDAD","ADOLFO RUIZ CORTINES",,,,"81121","25","SINALOA","011","Guasave","0035","Adolfo Ruiz Cortines","0199","038",,,,"Fijo","25.7059583","-108.71855668","2019-11"
"3851393","25008465215000011000000000U3","DEPORTES AYALA",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","LEYES DE REFORMA","AVENIDA","FRANCISCO I. MADERO","AVENIDA","FRANCISCO I. MADERO","CALLE","SAÚL AGUILAR PICOS",,"SN",,,,,"COLONIA","LA CRUZ",,,,"82700","25","SINALOA","008","Elota","0001","La Cruz","0723","008","6961050535",,,"Fijo","23.91628129","-106.89232732","2010-07"
"8418746","25004465215000041000000000U9","DEPORTES CAMI",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","RAMON CORONA","CALLE","GENERAL ÁLVARO OBREGON","CALLE","ISIDORO PERAZA","0","SN",,,"0",,"COLONIA","CENTRO",,,,"82600","25","SINALOA","004","Concordia","0001","Concordia","0457","006","6692277247",,,"Fijo","23.28746101","-106.06557152","2019-11"
"3851088","25006465215000641000000000U1","DEPORTES CANO",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","AVENIDA","JUAN BAUTISTA SEPULVEDA","AVENIDA","GENERAL VICENTE GUERRERO","CALLE","GENERAL ÁNGEL FLORES","713","A",,,,,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3367","029","6677157660",,,"Fijo","24.80954112","-107.38693662","2010-07"
"3838363","25015465215000151000000000U2","DEPORTES CECY",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","AGUSTINA RAMIREZ","CALLE","GENERAL GUADALUPE VICTORIA","CALLE","JOSE MARIA MORELOS Y PAVON","CALLEJON","CONCORDIA","137",,,,,,"COLONIA","ZONA CENTRO",,,,"81400","25","SINALOA","015","Salvador Alvarado","0001","Guamúchil","0130","029","6737320278",,,"Fijo","25.46124277","-108.08296866","2010-07"
"3861606","25006465215000111000000000U5","DEPORTES COSMOS","DEPORTES COSMOS LAMAR SA DE CV","465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","GENERAL ANTONIO ROSALES","AVENIDA","GENERAL DOMINGO RUBÍ","AVENIDA","JOSÉ MARÍA MORELOS Y PAVÓN","CALLE","GENERAL ÁNGEL FLORES","290",,,,"0",,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3390","009",,"DEPORTESCOSMOSCULIACAN@HOTMAIL.COM",,"Fijo","24.80938965","-107.39804846","2010-07"
"7357072","25012465215001131000000000U0","DEPORTES EL AGUILA",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","FRANCISCO I. MADERO","CALLE","MARIANO ABASOLO","CALLE","JUAN ALDAMA","CALLE","REVOLUCIÓN","0","SN",,,"0",,"COLONIA","BUROCRATA",,,,"82163","25","SINALOA","012","Mazatlán","0001","Mazatlán","1512","008","6691095420","LUISGENAROG@YAOO.COM",,"Fijo","23.25244873","-106.40821826","2019-11"
"8037857","25012465215001012000054618S2","DEPORTES EL SIGLO","DEPORTES Y UNIFORMES EL SIGLO SA DE CV","465215","Comercio al por menor de artículos y aparatos deportivos","6 a 10 personas","AVENIDA","APOLO","AVENIDA","AVENIDA DE LA UNIVERSIDAD","AVENIDA","REFORMA","AVENIDA","AVENIDA DE LA UNIVERSIDAD",,"SN","LA GRAN PLAZA","PLANTA BAJA",,,"FRACCIONAMIENTO","PARAISO","CENTRO Y PLAZA COMERCIAL","LA GRAN PLAZA","21 22 23","82123","25","SINALOA","012","Mazatlán","0001","Mazatlán","1870","030",,"JESUS@DEPORTESELSIGLO.COM","WWW.ELSIGLODEPORTES.COM","Fijo","23.23820506","-106.43742193","2019-11"
"9016948","25011465215000231000000000M1","DEPORTES FELIX",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","CORREGIDORA","AVENIDA","VICENTE GUERRERO","AVENIDA","JUAN CARRASCO","CALLE","DOCTOR LUIS GONZAGA DE LA TORRE","161",,,,,,"COLONIA","CENTRO",,,,"81000","25","SINALOA","011","Guasave","0001","Guasave","1360","009",,,,"Fijo","25.56096378","-108.46257402","2019-11"
"3796711","25001465215000341000000000U9","DEPORTES FELIX","DEPORTES FELIX ","465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","IGNACIO ALLENDE","AVENIDA","INDEPENDENCIA","CALLEJON","JUAN DE LA BARRERA","CALLE","GUILLERMO PRIETO","320",,,,"0",,"COLONIA","CENTRO",,,,"81200","25","SINALOA","001","Ahome","0001","Los Mochis","0328","026","6688188042",,,"Fijo","25.7882576","-108.99152167","2010-07"
"8244618","25011465215000181000000000S8","DEPORTES FELIX",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","IGNACIO ZARAGOZA","CALLE","GENERAL GABRIEL LEYVA SOLANO","CALLE","HERNANDO DE VILLAFAÑE","AVENIDA","JUAN CARRASCO","176",,,,,"176-A","COLONIA","CENTRO",,,,"81000","25","SINALOA","011","Guasave","0001","Guasave","0076","019",,,,"Fijo","25.56583956","-108.46280547","2019-11"
"9279356","25012465215001201000000000U1","DEPORTES GD",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","BOULEVARD","ADOLFO LOPEZ MATEOS","CALLE","LUCIO BLANCO","CALLE","RAFAEL BUELNA","CALLE","PLAYA HUATABAMPITO","3","SN",,,,,"OTRO (ESPECIFIQUE)","PLAYAS",,,,"82128","25","SINALOA","012","Mazatlán","0001","Mazatlán","1739","005",,"BOGAR581@HOTMAIL.COM",,"Fijo","23.24653824","-106.42119575","2020-11"
"3851864","25008465215000021000000000U2","DEPORTES GUME",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","BOULEVARD","LUIS DONALDO COLOSIO MURRIETA","CALLE","QUINTIN FRANCO","CALLE","MANUEL OROZCO BERRA","AVENIDA","16 DE SEPTIEMBRE",,"SN",,,,,"COLONIA","MIRAMAR",,,,"82707","25","SINALOA","008","Elota","0001","La Cruz","0282","041",,,,"Fijo","23.9206319","-106.88706207","2010-07"
"3809860","25006465215000571000000000U0","DEPORTES JOICE",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALLE","NINGUNO","CALLE","VALLE HUNDIDO","BOULEVARD","VALLE ALTO","BOULEVARD","ÁLVARO DEL PORTILLO","2625","1E",,,,,"FRACCIONAMIENTO","VALLE ALTO",,,,"80050","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7181","049",,,,"Fijo","24.80367999","-107.46537691","2014-12"
"8247500","25006465215001022000000000U3","DEPORTES JOYCE",,"465215","Comercio al por menor de artículos y aparatos deportivos","6 a 10 personas","BOULEVARD","ENRIQUE FELIX CASTRO","CALLE","TIERRA","CALLE","MERCURIO","CERRADA","ASTEROIDE",,"SN",,,,,"COLONIA","INFONAVIT HUMAYA",,,,"80020","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3314","008",,,,"Fijo","24.82251251","-107.4123077","2019-11"
"3779535","25006463310001361001000000U6","DEPORTES JOYCE",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","GENERAL JUAN CARRASCO","CALLE","LICENCIADO BENITO JUAREZ","CALLE","MARIANO ESCOBEDO","AVENIDA","GENERAL DOMINGO RUBÍ","247",,,,,,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3386","022","6677165823","DEPORTESJOYCE@HOTMAIL.COM",,"Fijo","24.80673469","-107.39556835","2010-07"
"3777717","25006465215000611000000000U4","DEPORTES JOYCE",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","LAZARO CARDENAS","CALLE","FRANCISCO JAVIER MINA","CALLE","FRAY SERVANDO TERESA DE MIER","AVENIDA","AVENIDA DE LOS INSURGENTES","970",,"PLAZA FIESTA","PLANTA BAJA","2","D","COLONIA","PRIMER CUADRO","CENTRO Y PLAZA COMERCIAL","PLAZA FIESTA","D","80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4581","037","6677141761",,,"Fijo","24.79386684","-107.41011397","2010-07"
"3811544","25006465215000531000000000S4","DEPORTES JOYCE",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","BOULEVARD","UNIVERSITARIOS","BOULEVARD","ENRIQUE SANCHEZ ALONSO","CALLE","NINGUNO","CALLE","NINGUNO","433",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","25",,"COLONIA","DESARROLLO URBANO TRES RIOS","CENTRO Y PLAZA COMERCIAL","PLAZA SORIANA","25","80010","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","1568","023","6677170202",,,"Fijo","24.83359254","-107.39686938","2014-12"
"8875313","25006465215001191000000000U6","DEPORTES JYC",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","GENERAL BENJAMIN HILL","CALLE","CONSTITUYENTE RAFAEL MARTINEZ ESCOBAR","CALLE","GENERAL GUILLERMO LAVEAGA","AVENIDA","GENERAL MACARIO GAXIOLA",,"SN",,,,,"COLONIA","FERROCARILERA",,,,"80194","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","2335","006",,"DEPORTESJYC1@GMAIL.COM",,"Fijo","24.7658848","-107.43234238","2019-11"
"7415773","25012465215001151000000000U8","DEPORTES LEON",,"465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","AVENIDA","JUAN PABLO II","CALLE","GUILLERMO HARO BARRAZA","CALLE","ANDRES SOLER","CALLE","MÉXICO 70","1402","A",,,"0",,"COLONIA","OLIMPICA",,,,"82150","25","SINALOA","012","Mazatlán","0001","Mazatlán","0092","003","6691618782",,,"Fijo","23.23760828","-106.41270057","2019-11"
